Name,SubAccount,FullyQualifiedName,Active,Classification,AccountType,AccountSubType,CurrentBalance,CurrentBalanceWithSubAccounts,domain,sparse,Id,SyncToken,CurrencyRef_value,CurrencyRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime,ParentRef_value
Quarry manager,False,Quarry manager,True,Expense,Expense,Other Current Liability,447,447,QBO,False,154,2,USD,United States Dollar,2021-07-24 16:23:00,2021-07-24 16:23:00,
Health physicist,False,Health physicist,True,Expense,Expense,Health physicist,-304,-304,QBO,False,155,3,USD,United States Dollar,2023-03-18 12:30:08,2023-03-18 12:30:08,
Fine artist,False,Fine artist,True,Asset,Bank,Other Income,114,114,QBO,False,156,5,USD,United States Dollar,2021-06-16 01:40:31,2021-06-16 01:40:31,
Financial manager,False,Financial manager,True,Expense,Expense,Other Current Liability,306,306,QBO,False,157,4,USD,United States Dollar,2023-04-11 02:43:12,2023-04-11 02:43:12,
Chief Strategy Officer,False,Chief Strategy Officer,True,Asset,Other Current Asset,Chief Strategy Officer,627,627,QBO,False,158,0,USD,United States Dollar,2021-01-14 14:49:10,2021-01-14 14:49:10,
Commercial horticulturist,False,Commercial horticulturist,True,Expense,Expense,Expense,503,503,QBO,False,159,3,USD,United States Dollar,2023-02-06 12:28:59,2023-02-06 12:28:59,
Product manager,False,Product manager,True,Expense,Expense,Income,-365,-365,QBO,False,160,0,USD,United States Dollar,2023-05-24 05:38:38,2023-05-24 05:38:38,
Health service manager,False,Health service manager,True,Expense,Expense,Health service manager,-202,-202,QBO,False,161,5,USD,United States Dollar,2021-02-25 23:29:16,2021-02-25 23:29:16,
Radiation protection practitioner,False,Radiation protection practitioner,True,Expense,Expense,Radiation protection practitioner,449,449,QBO,False,162,4,USD,United States Dollar,2021-02-13 12:57:53,2021-02-13 12:57:53,
Site engineer,False,Site engineer,True,Revenue,Income,Expense,-920,-920,QBO,False,163,2,USD,United States Dollar,2022-12-12 21:38:39,2022-12-12 21:38:39,
Environmental consultant,False,Environmental consultant,True,Expense,Expense,Environmental consultant,381,381,QBO,False,164,5,USD,United States Dollar,2022-05-09 23:08:04,2022-05-09 23:08:04,
"Surveyor, mining",False,"Surveyor, mining",True,Expense,Expense,"Surveyor, mining",-132,-132,QBO,False,165,0,USD,United States Dollar,2022-11-03 06:54:59,2022-11-03 06:54:59,
Civil Service fast streamer,False,Civil Service fast streamer,True,Liability,Other Current Liability,Other Current Asset,811,811,QBO,False,166,3,USD,United States Dollar,2021-03-26 08:33:20,2021-03-26 08:33:20,
Barista,False,Barista,True,Expense,Expense,Barista,-712,-712,QBO,False,167,3,USD,United States Dollar,2021-02-11 02:14:23,2021-02-11 02:14:23,
Statistician,False,Statistician,True,Expense,Expense,Equity,-157,-157,QBO,False,168,0,USD,United States Dollar,2021-12-05 07:54:38,2021-12-05 07:54:38,
Health physicist,True,StatisticianHealth physicist,True,Revenue,Income,Health physicist,-658,-658,QBO,False,169,1,USD,United States Dollar,2023-08-24 18:12:54,2023-08-24 18:12:54,168.0
Financial controller,True,StatisticianFinancial controller,True,Expense,Expense,Financial controller,238,238,QBO,False,170,2,USD,United States Dollar,2023-06-15 22:33:38,2023-06-15 22:33:38,169.0
Electronics engineer,False,Electronics engineer,True,Expense,Expense,Expense,-806,-806,QBO,False,171,5,USD,United States Dollar,2022-04-17 08:26:23,2022-04-17 08:26:23,
Exhibition designer,False,Exhibition designer,True,Expense,Other Expense,Expense,-531,-531,QBO,False,172,2,USD,United States Dollar,2022-08-06 09:16:46,2022-08-06 09:16:46,
Theatre manager,False,Theatre manager,True,Expense,Expense,Expense,685,685,QBO,False,173,4,USD,United States Dollar,2022-10-25 12:32:48,2022-10-25 12:32:48,
Illustrator,False,Illustrator,True,Expense,Expense,Expense,-639,-639,QBO,False,174,5,USD,United States Dollar,2022-04-06 06:55:26,2022-04-06 06:55:26,
Automotive engineer,False,Automotive engineer,True,Asset,Accounts Receivable,Automotive engineer,-87,-87,QBO,False,175,5,USD,United States Dollar,2023-11-12 22:28:09,2023-11-12 22:28:09,
Insurance broker,False,Insurance broker,True,Expense,Expense,Insurance broker,947,947,QBO,False,176,5,USD,United States Dollar,2021-08-27 12:13:08,2021-08-27 12:13:08,
"Scientist, biomedical",False,"Scientist, biomedical",True,Revenue,Other Income,Expense,91,91,QBO,False,177,3,USD,United States Dollar,2021-06-18 18:44:17,2021-06-18 18:44:17,
IT technical support officer,False,IT technical support officer,True,Liability,Long Term Liability,IT technical support officer,693,693,QBO,False,178,4,USD,United States Dollar,2023-03-17 23:17:43,2023-03-17 23:17:43,
Clinical embryologist,False,Clinical embryologist,True,Expense,Expense,Clinical embryologist,476,476,QBO,False,179,1,USD,United States Dollar,2022-07-20 10:15:32,2022-07-20 10:15:32,
Product/process development scientist,False,Product/process development scientist,True,Expense,Expense,Fixed Asset,-511,-511,QBO,False,180,1,USD,United States Dollar,2022-09-29 07:36:07,2022-09-29 07:36:07,
"Teacher, special educational needs",True,"Product/process development scientistTeacher, special educational needs",True,Expense,Expense,"Teacher, special educational needs",-573,-573,QBO,False,181,0,USD,United States Dollar,2021-08-15 15:40:56,2021-08-15 15:40:56,180.0
Lexicographer,False,Lexicographer,True,Expense,Expense,Lexicographer,-195,-195,QBO,False,182,5,USD,United States Dollar,2022-07-27 22:03:24,2022-07-27 22:03:24,
Counselling psychologist,True,LexicographerCounselling psychologist,True,Expense,Expense,Expense,916,916,QBO,False,183,4,USD,United States Dollar,2021-02-28 22:10:30,2021-02-28 22:10:30,182.0
Land,False,Land,True,Expense,Expense,Land,403,403,QBO,False,184,0,USD,United States Dollar,2022-06-21 00:13:04,2022-06-21 00:13:04,
"Development worker, community",False,"Development worker, community",True,Expense,Expense,Income,537,537,QBO,False,185,1,USD,United States Dollar,2021-03-28 16:00:03,2021-03-28 16:00:03,
Historic buildings inspector/conservation officer,False,Historic buildings inspector/conservation officer,True,Expense,Expense,Historic buildings inspector/conservation officer,767,767,QBO,False,186,3,USD,United States Dollar,2022-12-18 21:22:44,2022-12-18 21:22:44,
Graphic designer,False,Graphic designer,True,Revenue,Income,Expense,99,99,QBO,False,187,1,USD,United States Dollar,2023-07-01 15:08:30,2023-07-01 15:08:30,
Music tutor,False,Music tutor,True,Asset,Other Current Asset,Music tutor,154,154,QBO,False,188,2,USD,United States Dollar,2022-03-12 05:08:55,2022-03-12 05:08:55,
Accounting technician,True,Music tutorAccounting technician,True,Expense,Expense,Income,-685,-685,QBO,False,189,3,USD,United States Dollar,2023-04-10 02:34:03,2023-04-10 02:34:03,188.0
Counselling psychologist,False,Counselling psychologist,True,Expense,Other Expense,Counselling psychologist,619,619,QBO,False,190,5,USD,United States Dollar,2022-12-26 11:09:09,2022-12-26 11:09:09,
Medical secretary,False,Medical secretary,True,Revenue,Income,Expense,-602,-602,QBO,False,191,4,USD,United States Dollar,2023-06-17 06:50:42,2023-06-17 06:50:42,
Private music teacher,True,Medical secretaryPrivate music teacher,True,Revenue,Income,Bank,-729,-729,QBO,False,192,4,USD,United States Dollar,2022-02-06 18:40:53,2022-02-06 18:40:53,191.0
Pathologist,False,Pathologist,True,Expense,Expense,Expense,947,947,QBO,False,193,4,USD,United States Dollar,2022-11-20 08:54:07,2022-11-20 08:54:07,
Toxicologist,False,Toxicologist,True,Expense,Expense,Toxicologist,746,746,QBO,False,194,1,USD,United States Dollar,2023-02-12 06:09:57,2023-02-12 06:09:57,
Travel agency manager,False,Travel agency manager,True,Expense,Expense,Other Current Liability,111,111,QBO,False,195,1,USD,United States Dollar,2021-06-03 11:00:22,2021-06-03 11:00:22,
Microbiologist,True,Travel agency managerMicrobiologist,True,Liability,Credit Card,Income,657,657,QBO,False,196,3,USD,United States Dollar,2022-10-24 09:56:23,2022-10-24 09:56:23,195.0
Network engineer,True,Travel agency managerNetwork engineer,True,Expense,Expense,Network engineer,228,228,QBO,False,197,1,USD,United States Dollar,2021-09-28 17:51:37,2021-09-28 17:51:37,196.0
"Scientist, water quality",False,"Scientist, water quality",True,Expense,Expense,Expense,-237,-237,QBO,False,198,3,USD,United States Dollar,2023-01-16 07:55:18,2023-01-16 07:55:18,
Furniture conservator/restorer,False,Furniture conservator/restorer,True,Expense,Expense,Equity,-826,-826,QBO,False,199,4,USD,United States Dollar,2020-12-30 08:51:20,2020-12-30 08:51:20,
Museum/gallery curator,False,Museum/gallery curator,True,Revenue,Income,Expense,787,787,QBO,False,200,3,USD,United States Dollar,2021-01-09 01:35:40,2021-01-09 01:35:40,
IT technical support officer,False,IT technical support officer,True,Revenue,Income,IT technical support officer,-648,-648,QBO,False,201,4,USD,United States Dollar,2022-12-06 01:03:49,2022-12-06 01:03:49,
Film/video editor,False,Film/video editor,True,Liability,Accounts Payable,Expense,-745,-745,QBO,False,202,3,USD,United States Dollar,2023-08-26 19:16:53,2023-08-26 19:16:53,
Planning and development surveyor,False,Planning and development surveyor,True,Liability,Other Current Liability,Planning and development surveyor,-262,-262,QBO,False,203,3,USD,United States Dollar,2021-03-13 18:37:16,2021-03-13 18:37:16,
Barrister,False,Barrister,True,Liability,Credit Card,Barrister,-97,-97,QBO,False,204,3,USD,United States Dollar,2022-06-01 11:56:45,2022-06-01 11:56:45,
Futures trader,False,Futures trader,True,Revenue,Income,Expense,391,391,QBO,False,205,2,USD,United States Dollar,2022-12-14 01:06:54,2022-12-14 01:06:54,
"Engineer, manufacturing",False,"Engineer, manufacturing",True,Expense,Expense,Income,-174,-174,QBO,False,206,3,USD,United States Dollar,2021-04-11 20:52:54,2021-04-11 20:52:54,
Lawyer,False,Lawyer,True,Expense,Expense,Lawyer,-904,-904,QBO,False,207,1,USD,United States Dollar,2022-06-30 12:02:26,2022-06-30 12:02:26,
English as a foreign language teacher,False,English as a foreign language teacher,True,Asset,Fixed Asset,Expense,256,256,QBO,False,208,0,USD,United States Dollar,2022-08-08 05:33:38,2022-08-08 05:33:38,
Logistics and distribution manager,False,Logistics and distribution manager,True,Revenue,Income,Logistics and distribution manager,-768,-768,QBO,False,209,0,USD,United States Dollar,2022-07-20 15:37:53,2022-07-20 15:37:53,
"Buyer, retail",False,"Buyer, retail",True,Expense,Expense,Other Expense,-778,-778,QBO,False,210,5,USD,United States Dollar,2020-12-28 15:24:53,2020-12-28 15:24:53,
"Administrator, arts",False,"Administrator, arts",True,Expense,Cost of Goods Sold,"Administrator, arts",-610,-610,QBO,False,211,5,USD,United States Dollar,2021-09-04 06:58:03,2021-09-04 06:58:03,
Housing manager/officer,True,"Administrator, artsHousing manager/officer",True,Asset,Fixed Asset,Housing manager/officer,-114,-114,QBO,False,212,3,USD,United States Dollar,2022-02-10 21:59:39,2022-02-10 21:59:39,211.0
Insurance claims handler,True,"Administrator, artsInsurance claims handler",True,Asset,Other Current Asset,Income,832,832,QBO,False,213,0,USD,United States Dollar,2022-09-10 04:11:59,2022-09-10 04:11:59,212.0
"Programmer, systems",False,"Programmer, systems",True,Expense,Other Expense,"Programmer, systems",-666,-666,QBO,False,214,0,USD,United States Dollar,2021-09-19 16:01:01,2021-09-19 16:01:01,
"Scientist, physiological",False,"Scientist, physiological",True,Asset,Other Current Asset,Income,-52,-52,QBO,False,215,5,USD,United States Dollar,2021-12-09 03:52:54,2021-12-09 03:52:54,
"Engineer, chemical",True,"Scientist, physiologicalEngineer, chemical",True,Expense,Other Expense,"Engineer, chemical",-994,-994,QBO,False,216,1,USD,United States Dollar,2023-11-25 22:21:30,2023-11-25 22:21:30,215.0
Social worker,False,Social worker,True,Expense,Expense,Social worker,-943,-943,QBO,False,217,1,USD,United States Dollar,2021-06-16 16:17:18,2021-06-16 16:17:18,
Commissioning editor,True,Social workerCommissioning editor,True,Revenue,Income,Expense,-275,-275,QBO,False,218,1,USD,United States Dollar,2022-01-09 19:43:43,2022-01-09 19:43:43,217.0
"Engineer, drilling",False,"Engineer, drilling",True,Revenue,Income,Expense,-152,-152,QBO,False,219,5,USD,United States Dollar,2021-06-06 10:16:18,2021-06-06 10:16:18,
Advertising art director,False,Advertising art director,True,Revenue,Income,Income,-274,-274,QBO,False,220,5,USD,United States Dollar,2022-04-01 09:34:19,2022-04-01 09:34:19,
"Sound technician, broadcasting/film/video",False,"Sound technician, broadcasting/film/video",True,Revenue,Income,"Sound technician, broadcasting/film/video",-920,-920,QBO,False,221,5,USD,United States Dollar,2022-10-02 07:55:50,2022-10-02 07:55:50,
"Accountant, chartered",True,"Sound technician, broadcasting/film/videoAccountant, chartered",True,Expense,Other Expense,Expense,56,56,QBO,False,222,1,USD,United States Dollar,2022-11-06 16:45:42,2022-11-06 16:45:42,221.0
Education administrator,True,"Sound technician, broadcasting/film/videoEducation administrator",True,Revenue,Income,Other Expense,-226,-226,QBO,False,223,0,USD,United States Dollar,2023-01-08 08:18:26,2023-01-08 08:18:26,222.0
Research scientist (life sciences),False,Research scientist (life sciences),True,Expense,Other Expense,Expense,-251,-251,QBO,False,224,0,USD,United States Dollar,2022-12-06 00:23:54,2022-12-06 00:23:54,
Water quality scientist,False,Water quality scientist,True,Equity,Equity,Income,474,474,QBO,False,225,2,USD,United States Dollar,2021-07-25 08:23:48,2021-07-25 08:23:48,
Exhibition designer,False,Exhibition designer,True,Expense,Expense,Exhibition designer,859,859,QBO,False,226,3,USD,United States Dollar,2022-06-28 10:42:21,2022-06-28 10:42:21,
Midwife,True,Exhibition designerMidwife,True,Revenue,Income,Midwife,-148,-148,QBO,False,227,5,USD,United States Dollar,2023-02-17 09:04:04,2023-02-17 09:04:04,226.0
Armed forces training and education officer,False,Armed forces training and education officer,True,Revenue,Other Income,Armed forces training and education officer,-116,-116,QBO,False,228,0,USD,United States Dollar,2021-07-16 01:53:04,2021-07-16 01:53:04,
Diplomatic Services operational officer,False,Diplomatic Services operational officer,True,Revenue,Income,Expense,36,36,QBO,False,229,0,USD,United States Dollar,2022-10-26 13:57:27,2022-10-26 13:57:27,
Tree surgeon,True,Diplomatic Services operational officerTree surgeon,True,Revenue,Income,Long Term Liability,464,464,QBO,False,230,3,USD,United States Dollar,2021-02-14 03:17:37,2021-02-14 03:17:37,229.0
"Engineer, land",False,"Engineer, land",True,Liability,Long Term Liability,"Engineer, land",754,754,QBO,False,231,3,USD,United States Dollar,2023-01-30 04:44:50,2023-01-30 04:44:50,
"Accountant, chartered management",False,"Accountant, chartered management",True,Expense,Expense,"Accountant, chartered management",-261,-261,QBO,False,232,4,USD,United States Dollar,2022-10-24 11:32:49,2022-10-24 11:32:49,
Technical sales engineer,False,Technical sales engineer,True,Revenue,Income,Income,838,838,QBO,False,233,1,USD,United States Dollar,2022-11-22 07:07:35,2022-11-22 07:07:35,
Web designer,True,Technical sales engineerWeb designer,True,Expense,Other Expense,Web designer,-438,-438,QBO,False,234,5,USD,United States Dollar,2022-10-14 00:24:12,2022-10-14 00:24:12,233.0
Farm manager,False,Farm manager,True,Revenue,Income,Farm manager,-293,-293,QBO,False,235,3,USD,United States Dollar,2021-05-10 12:58:14,2021-05-10 12:58:14,
Aid worker,False,Aid worker,True,Expense,Expense,Aid worker,-483,-483,QBO,False,236,4,USD,United States Dollar,2021-11-07 17:38:24,2021-11-07 17:38:24,
Oceanographer,True,Aid workerOceanographer,True,Expense,Expense,Oceanographer,-652,-652,QBO,False,237,4,USD,United States Dollar,2021-03-05 15:04:57,2021-03-05 15:04:57,236.0
Meteorologist,False,Meteorologist,True,Asset,Other Current Asset,Meteorologist,-311,-311,QBO,False,238,3,USD,United States Dollar,2022-04-12 01:24:02,2022-04-12 01:24:02,
"Production designer, theatre/television/film",True,"MeteorologistProduction designer, theatre/television/film",True,Liability,Long Term Liability,Other Current Asset,-326,-326,QBO,False,239,4,USD,United States Dollar,2020-12-10 08:48:31,2020-12-10 08:48:31,238.0
Chartered certified accountant,False,Chartered certified accountant,True,Revenue,Income,Expense,-743,-743,QBO,False,240,3,USD,United States Dollar,2021-04-12 12:54:02,2021-04-12 12:54:02,
"Geologist, wellsite",True,"Chartered certified accountantGeologist, wellsite",True,Revenue,Income,Expense,-343,-343,QBO,False,241,0,USD,United States Dollar,2022-02-07 23:51:45,2022-02-07 23:51:45,240.0
"Sales professional, IT",False,"Sales professional, IT",True,Equity,Equity,Bank,126,126,QBO,False,242,1,USD,United States Dollar,2023-03-31 12:37:26,2023-03-31 12:37:26,
Midwife,False,Midwife,True,Expense,Expense,Income,412,412,QBO,False,243,3,USD,United States Dollar,2023-05-13 22:25:42,2023-05-13 22:25:42,
Corporate treasurer,False,Corporate treasurer,True,Expense,Other Expense,Corporate treasurer,544,544,QBO,False,244,0,USD,United States Dollar,2023-08-05 17:28:35,2023-08-05 17:28:35,
