POStatus,domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,TotalAmt,VendorAddr_Id,VendorAddr_Line1,VendorAddr_Line2,VendorAddr_Line3,VendorAddr_Line4,VendorAddr_Lat,VendorAddr_Long,ShipAddr_Id,ShipAddr_Line1,ShipAddr_Line2,ShipAddr_Line3,ShipAddr_Lat,ShipAddr_Long,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,VendorRef_value,VendorRef_name,APAccountRef_value,APAccountRef_name
Open,QBO,False,25,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1117,2022-01-01,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",338,,,,,,,,,,,,,,2022-01-01 06:10:03,2022-01-01 06:10:03,USD,United States Dollar,43,Mahoney Mugs,59,Cost of Labor
Open,QBO,False,26,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6402,2023-09-15,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",738,,,,,,,,2.0,4581 Finch St.,Bayshore,CA,INVALID,INVALID,2023-09-15 02:27:07,2023-09-15 02:27:07,USD,United States Dollar,34,Cigna Health Care,76,Gas and Electric
Open,QBO,False,27,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7118,2023-07-29,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",99,,,,,,,,,,,,,,2023-07-29 16:10:27,2023-07-29 16:10:27,AUD,Australian Dollar,34,Cigna Health Care,31,Uncategorized Expense
Closed,QBO,False,28,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7189,2022-02-24,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",123,44.0,1111 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,,,,,,,2022-02-24 08:25:32,2022-02-24 08:25:32,AUD,Australian Dollar,50,Tania's Nursery,62,Equipment Rental
Open,QBO,False,29,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8051,2022-07-30,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",587,37.0,42 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,,,,,,,2022-07-30 15:46:32,2022-07-30 15:46:32,AUD,Australian Dollar,41,Hicks Hardware,88,Unapplied Cash Bill Payment Expense
Open,QBO,False,30,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2953,2020-12-26,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",599,,,,,,,,,,,,,,2020-12-26 03:22:54,2020-12-26 03:22:54,AUD,Australian Dollar,36,Diego's Road Warrior Bodyshop,13,Meals and Entertainment
Closed,QBO,False,31,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5921,2022-05-16,"[{'TxnId': '33', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",18,,,,,,,,48.0,11 Chain Road,Melbourne,VIC,-38.066621,145.297772,2022-05-16 16:33:35,2022-05-16 16:33:35,AUD,Australian Dollar,33,Chin's Gas and Oil,14,Miscellaneous
Open,QBO,False,32,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8553,2023-03-23,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",965,,,,,,,,14.0,45 First St.,Menlo Park,CA,37.4585825,-122.1352789,2023-03-23 06:48:23,2023-03-23 06:48:23,USD,United States Dollar,33,Chin's Gas and Oil,65,Fountain and Garden Lighting
Open,QBO,False,33,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5673,2022-01-17,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 16.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 291.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",134,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,22.0,847 California Ave.,San Jose,CA,37.3313585,-121.911372,2022-01-17 23:14:39,2022-01-17 23:14:39,USD,United States Dollar,42,Lee Advertising,32,Uncategorized Asset
Closed,QBO,False,34,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4866,2021-07-13,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",40,35.0,45896 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,,,,,,,2021-07-13 00:42:23,2021-07-13 00:42:23,AUD,Australian Dollar,38,Ellis Equipment Rental,88,Unapplied Cash Bill Payment Expense
Open,QBO,False,35,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9223,2022-07-02,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",865,34.0,1515 Main St.,Middlefield,CA,94482.0,37.3787808,-122.1158227,25.0,5647 Cypress Hill Ave.,Middlefield,CA,37.4238562,-122.1141681,2022-07-02 04:21:54,2022-07-02 04:21:54,USD,United States Dollar,35,Computers by Jenni,32,Uncategorized Asset
Closed,QBO,False,36,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4554,2021-07-10,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]","[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",9,,,,,,,,21.0,500 Red Rock Rd.,Bayshore,CA,INVALID,INVALID,2021-07-10 11:10:27,2021-07-10 11:10:27,USD,United States Dollar,39,Fidelity,28,Disposal Fees
Closed,QBO,False,37,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1186,2022-09-20,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",738,,,,,,,,24.0,19 Main St.,Middlefield,CA,37.445013,-122.1391443,2022-09-20 19:31:23,2022-09-20 19:31:23,USD,United States Dollar,39,Fidelity,23,Travel Meals
Open,QBO,False,38,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4598,2022-07-28,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",814,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,8.0,370 Easy St.,Middlefield,CA,37.4031672,-122.0642815,2022-07-28 13:26:14,2022-07-28 13:26:14,USD,United States Dollar,42,Lee Advertising,56,Fuel
Closed,QBO,False,39,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2541,2023-10-29,"[{'TxnId': '74', 'TxnType': 'Payment'}, {'TxnId': '72', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 120.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Maintenance & Repair', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '9', 'name': 'Maintenance & Repair'}, 'UnitPrice': 50, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 205.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",56,44.0,1111 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,26.0,898 Elm St.,Maplewood,NJ,40.7312816,-74.2652908,2023-10-29 16:42:49,2023-10-29 16:42:49,USD,United States Dollar,50,Tania's Nursery,43,Loan Payable
Open,QBO,False,40,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9319,2023-01-06,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 16.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 291.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",352,44.0,1111 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,8.0,370 Easy St.,Middlefield,CA,37.4031672,-122.0642815,2023-01-06 09:03:05,2023-01-06 09:03:05,USD,United States Dollar,50,Tania's Nursery,29,Equipment Rental
Closed,QBO,False,41,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7421,2023-10-11,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",272,,,,,,,,2.0,4581 Finch St.,Bayshore,CA,INVALID,INVALID,2023-10-11 17:57:53,2023-10-11 17:57:53,USD,United States Dollar,34,Cigna Health Care,42,Visa
Open,QBO,False,42,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5295,2021-03-10,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",684,,,,,,,,8.0,370 Easy St.,Middlefield,CA,37.4031672,-122.0642815,2021-03-10 08:37:43,2021-03-10 08:37:43,USD,United States Dollar,36,Diego's Road Warrior Bodyshop,32,Uncategorized Asset
Closed,QBO,False,43,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7903,2022-02-17,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",972,,,,,,,,,,,,,,2022-02-17 11:26:50,2022-02-17 11:26:50,AUD,Australian Dollar,44,Met Life Dental,65,Fountain and Garden Lighting
Open,QBO,False,44,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9160,2021-09-08,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",901,33.0,10 Main St.,Palo Alto,CA,94303.0,37.445013,-122.1391443,8.0,101 River St,Melbourne,VIC,-37.840717,144.88504,2021-09-08 04:21:28,2021-09-08 04:21:28,AUD,Australian Dollar,32,Cal Telephone,16,Promotional
Closed,QBO,False,45,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4749,2022-05-01,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",750,42.0,4 Main St.,Palo Alto,CA,94303.0,37.445013,-122.1391443,24.0,19 Main St.,Middlefield,CA,37.445013,-122.1391443,2022-05-01 15:03:47,2022-05-01 15:03:47,USD,United States Dollar,48,PG&E,77,Telephone
Closed,QBO,False,46,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3030,2022-10-25,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",739,39.0,123 Anywhere Ave,Tucson,AZ,85704.0,32.3477051,-110.9992777,23.0,77 University,Palo Alto,CA,37.4431445,-122.164443,2022-10-25 06:17:52,2022-10-25 06:17:52,USD,United States Dollar,45,National Eye Care,6,Refunds-Allowances
Open,QBO,False,47,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3744,2021-10-23,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",967,45.0,3948 Elm St.,Middlefield,CA,94482.0,37.4604972,-122.1547528,,,,,,,2021-10-23 17:22:08,2021-10-23 17:22:08,AUD,Australian Dollar,51,Tim Philip Masonry,83,Other Income
Closed,QBO,False,48,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4009,2023-10-31,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",34,43.0,P.O. Box 147,Bayshore,CA,94326.0,45.2720537,-79.7935909,,,,,,,2023-10-31 15:59:19,2023-10-31 15:59:19,AUD,Australian Dollar,49,Robertson & Associates,57,Workers Compensation
Open,QBO,False,49,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8988,2023-06-05,"[{'TxnId': '101', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': '2 cubic ft. bag', 'Amount': 150.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 425.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",155,40.0,4528 Country Road,Middlefield,CA,94303.0,37.3752919,-122.1692159,8.0,101 River St,Melbourne,VIC,-37.840717,144.88504,2023-06-05 10:00:19,2023-06-05 10:00:19,AUD,Australian Dollar,46,Norton Lumber and Building Materials,89,Arizona Dept. of Revenue Payable
Closed,QBO,False,50,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8284,2023-10-14,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",129,,,,,,,,22.0,847 California Ave.,San Jose,CA,37.3313585,-121.911372,2023-10-14 08:44:38,2023-10-14 08:44:38,USD,United States Dollar,57,Squeaky Kleen Car Wash,30,Uncategorized Income
Open,QBO,False,51,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3461,2021-06-03,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",549,39.0,123 Anywhere Ave,Tucson,AZ,85704.0,32.3477051,-110.9992777,10.0,1987 Main St.,Middlefield,CA,37.445013,-122.1391443,2021-06-03 00:10:15,2021-06-03 00:10:15,USD,United States Dollar,45,National Eye Care,34,Opening Balance Equity
Open,QBO,False,52,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4141,2020-12-14,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",204,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,19.0,38921 S. Boise Ave,Middlefield,CA,37.3989376,-122.1443935,2020-12-14 19:20:48,2020-12-14 19:20:48,USD,United States Dollar,42,Lee Advertising,44,Notes Payable
